"permitno","status","stno","stname","suffix","postdir","city","state","zip","addeddate","issueddate","finaleddate","buildingarea","declaredvaluation","description","applicationtype","worktype","usecode","predir","location"
"612508","Issued",,,,,,,,"2012-09-21T09:09:51.000","2012-11-29T01:11:30.000",,"5783","275000","Pure model-Kensington 89/90&nbsp;IRC 2012&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,
"612589","Finaled","2209","KERRYDALE","CT",,"CLARKSBURG","MD","20871","2012-09-21T02:09:40.000","2012-12-07T01:12:29.000","2013-04-03T08:04:02.000","5170","145000","HOUSE TYPE:&nbsp; REMINGTON PLACE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2209 KERRYDALE CT
CLARKSBURG, MD 20871
(39.223838, -77.239264)"
"612591","Finaled","11535","APPLE ORCHARD","WAY",,"CLARKSBURG","MD","20871","2012-09-21T02:09:36.000","2012-12-07T12:12:42.000","2013-04-08T02:04:58.000","5170","145000","HOUSE TYPE:&nbsp; REMINGTON PLACE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11535 APPLE ORCHARD WAY
CLARKSBURG, MD 20871
(39.225551, -77.238512)"
"612592","Finaled","11543","APPLE ORCHARD","WAY",,"CLARKSBURG","MD","20871","2012-09-21T02:09:54.000","2012-12-07T12:12:19.000","2013-04-16T07:04:06.000","5170","145000","HOUSE TYPE:&nbsp; REMINGTON PLACE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11543 APPLE ORCHARD WAY
CLARKSBURG, MD 20871
(39.225781, -77.238908)"
"612620","Finaled","13200","MOONLIGHT TRAIL","DR",,"SILVER SPRING","MD","20906","2012-09-24T07:09:59.000","2012-11-02T11:11:21.000","2013-03-19T07:03:41.000","6317","200000","HOUSE TYPE:&nbsp; OXFORD II&nbsp;&nbsp;&nbsp;&nbsp; (2012 IRC)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13200 MOONLIGHT TRAIL DR
SILVER SPRING, MD 20906
(39.077653, -77.035052)"
"612624","Finaled","20210","BUPP","RD",,"POOLESVILLE","MD","20837","2012-09-24T07:09:38.000","2012-11-16T12:11:07.000","2013-03-22T03:03:41.000","5929","200000","HOUSE TYPE:&nbsp;&nbsp;WILLIAMSPORT&nbsp;&nbsp;&nbsp; (2012 IRC)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"20210 BUPP RD
POOLESVILLE, MD 20837
(39.140314, -77.423481)"
"612820","Finaled","6424","4TH","AVE",,"TAKOMA PARK","MD","20912","2012-09-25T01:09:06.000","2012-09-25T03:09:54.000","2013-11-13T11:11:29.000","147","2500","DECK &amp; 6' Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"6424 4TH AVE
TAKOMA PARK, MD 20912
(38.969394, -77.003312)"
"612921","Finaled","8404","COMANCHE","CT",,"BETHESDA","MD","20817","2012-09-26T09:09:54.000","2012-09-26T11:09:13.000","2012-11-06T06:11:25.000","681","8000","Open DECK&nbsp; w/steps","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"8404 COMANCHE CT
BETHESDA, MD 20817
(38.984873, -77.170875)"
"613253","Finaled","11906","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2012-09-28T02:09:47.000","2012-10-26T10:10:28.000","2013-01-30T07:01:18.000","4877","145000","Model:&nbsp; James Michener with fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11906 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.228562, -77.247682)"
"613267","Issued","16600","EMORY","LN",,"OLNEY","MD","20832","2012-09-28T03:09:03.000","2013-03-12T01:03:56.000",,"8840","300000","Demolition/rebuild &amp; see arch comments for sq ftg

*revision plans submitted to eliminate sunroom from approved plans*

*******10/25/13 revision would like to go back to adding sunroom*******

&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"16600 EMORY LN
OLNEY, MD 20832
(39.126805, -77.079158)"
"613298","Finaled","10638","SAWDUST","CIR",,"ROCKVILLE","MD","20850","2012-10-01T09:10:11.000","2012-10-01T10:10:26.000","2012-10-16T03:10:07.000","120","8500","MC Deck details&nbsp;and 6 ftFence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"10638 SAWDUST CIR
ROCKVILLE, MD 20850
(39.100842, -77.220026)"
"613353","Finaled","4710","FALSTONE","AVE",,"CHEVY CHASE","MD","20815","2012-10-01T12:10:27.000","2012-12-19T02:12:37.000","2013-11-08T11:11:13.000","7018","650000","REBUILD New Home

*REVISION 10/22/13*&nbsp;&nbsp; *Revision issued on 10.24/2013*","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"4710 FALSTONE AVE
CHEVY CHASE, MD 20815
(38.965897, -77.095197)"
"613491","Finaled","13618","ALDERTON","RD",,"SILVER SPRING","MD","20906","2012-10-02T01:10:13.000","2012-11-21T11:11:04.000","2013-04-04T05:04:40.000","4726","200000","HOUSE TYPE:&nbsp; WICKER PARK","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13618 ALDERTON RD
SILVER SPRING, MD 20906
(39.079887, -77.035725)"
"613637","Finaled","3817","LELAND","ST",,"CHEVY CHASE","MD","20815","2012-10-03T01:10:01.000","2012-11-05T12:11:06.000","2013-11-08T11:11:25.000","528","105000","ADDITION TO EXISTING RESIDENCE&nbsp; Revision 1/23/2013&nbsp;&nbsp; bump out&nbsp; the kitchen and master bathroom.","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"3817 LELAND ST
CHEVY CHASE, MD 20815
(38.985828, -77.076393)"
"613740","Issued","4005","RANDOLPH","RD",,"SILVER SPRING","MD","20906","2012-10-04T09:10:23.000","2012-11-23T09:11:52.000",,"60","5000","&nbsp;SHED","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"4005 RANDOLPH RD
SILVER SPRING, MD 20906
(39.057603, -77.078529)"
"613791","Finaled","2037","LYTTONSVILLE","RD",,"SILVER SPRING","MD","20910","2012-10-04T11:10:56.000","2013-04-16T09:04:08.000","2014-04-17T07:04:45.000","1700","350000","DUE TO FIRE DEMO ONLY DOWN TO FOUNDATION AND ADDING BACK RESIDENTIAL STRUCTURE.&nbsp; NO NEW FOUNDATION USING EXISTING.","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"2037 LYTTONSVILLE RD
SILVER SPRING, MD 20910
(39.001848, -77.042431)"
"613842","Finaled","22396","HERON NECK","TER",,"CLARKSBURG","MD","20871","2012-10-04T02:10:31.000","2012-12-27T01:12:46.000","2013-03-27T07:03:53.000","4309","145000","HOUSE TYPE:&nbsp; ERNEST HEMINGWAY WITH FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22396 HERON NECK TER
CLARKSBURG, MD 20871
(39.224272, -77.239996)"
"613905","Finaled","14220","ANSTED","RD",,"SILVER SPRING","MD","20905","2012-10-05T10:10:11.000","2012-10-05T11:10:13.000","2012-11-05T04:11:52.000","260","13077","Rebuild&nbsp;Deck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"14220 ANSTED RD
SILVER SPRING, MD 20905
(39.089946, -76.974386)"
"613907","Issued","4612","WEST VIRGINIA","AVE",,"BETHESDA","MD","20814","2012-10-05T11:10:23.000","2012-10-05T01:10:34.000",,"420","8000","FOUNDATION&nbsp;&nbsp; Revision 01/17/2012 adding structure&nbsp;to foundation","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4612 WEST VIRGINIA AVE
BETHESDA, MD 20814
(38.990643, -77.093142)"
"613983","Finaled","1310","DENNIS","AVE",,"SILVER SPRING","MD","20902","2012-10-08T09:10:47.000","2013-01-30T11:01:08.000","2014-07-10T08:07:02.000","1000","15000","DETACHED GARAGE WITH DECK&nbsp; 

***revision 1/28/2014****Shed Door ***

***revision 6/3/2014****Bthroom****","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","GARAGE",,"1310 DENNIS AVE
SILVER SPRING, MD 20902
(39.025729, -77.032197)"
"614106","Finaled","7915","SLEAFORD","PL",,"BETHESDA","MD","20814","2012-10-09T09:10:21.000","2012-10-09T10:10:28.000","2013-02-25T06:02:52.000","315","20000","WOOD DECK W/ ROOF &amp; SCREEN PORCH ENCLOSURE &amp; LOWER WOOD DECK","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7915 SLEAFORD PL
BETHESDA, MD 20814
(38.989485, -77.087427)"
"614129","Finaled","19416","BROOKEVILLE LAKES","CT",,"BROOKEVILLE","MD","20833","2012-10-09T10:10:03.000","2012-10-09T02:10:58.000","2013-10-09T07:10:23.000","1300","98000","Kitchen &amp; Basement Renewal","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"19416 BROOKEVILLE LAKES CT
BROOKEVILLE, MD 20833
(39.176409, -77.052798)"
"614154","Finaled","9916","FLEMING","AVE",,"BETHESDA","MD","20814","2012-10-09T11:10:35.000","2012-11-02T02:11:47.000","2013-09-26T11:09:02.000","469","40000","Add Breakfast room, relocate (2) bedrooms, add full bath and remodel (ex) bath and kitchen.

**REVISION** 3/28/13&nbsp; New Storage area","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9916 FLEMING AVE
BETHESDA, MD 20814
(39.018512, -77.111839)"
"614162","Finaled","10700","BALANTRE","LN",,"POTOMAC","MD","20854","2012-10-09T11:10:06.000","2012-10-09T02:10:25.000","2013-01-03T03:01:10.000","3400","20000","REPAIR TREE DAMAGE TO ROOF

REVISION - 11/27/12 -&nbsp;REPAIR ROOF TRUSSES INSTEAD OF REPLACE-(Actual sqft. 434)","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"10700 BALANTRE LN
POTOMAC, MD 20854
(39.039622, -77.221987)"
"614193","Finaled","22436","HERON NECK","TER",,"CLARKSBURG","MD","20871","2012-10-09T12:10:29.000","2013-01-07T03:01:32.000","2013-04-08T11:04:06.000","4422","145000","HOUSE TYPE:&nbsp; JOHN STEINBECK WITH FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22436 HERON NECK TER
CLARKSBURG, MD 20871
(39.225022, -77.239592)"
"614196","Finaled","11904","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2012-10-09T12:10:59.000","2012-12-04T03:12:20.000","2013-02-28T07:02:15.000","4877","145000","HOUSE TYPE:&nbsp; JAMES MICHENER WITH FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11904 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.228485, -77.247571)"
"614259","Finaled","12808","BLUET","LN",,"SILVER SPRING","MD","20906","2012-10-10T08:10:39.000","2012-10-10T09:10:09.000","2012-11-28T07:11:21.000","514","15000","Front Porch &amp; Deck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"12808 BLUET LN
SILVER SPRING, MD 20906
(39.066523, -77.043436)"
"614278","Finaled","219","MANOR","CIR",,"TAKOMA PARK","MD","20912","2012-10-10T10:10:15.000","2012-10-10T11:10:07.000","2016-08-03T11:08:40.000","142","5000","DECK&nbsp;&nbsp; Buildt per montgomery county deck details only","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"219 MANOR CIR
TAKOMA PARK, MD 20912
(38.978519, -77.003967)"
"614285","Finaled","13772","NIGHT SKY","DR",,"SILVER SPRING","MD","20906","2012-10-10T10:10:42.000","2012-11-30T01:11:53.000","2013-04-04T06:04:37.000","5817","200000","HOUSE TYPE:&nbsp; ABBEY","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13772 NIGHT SKY DR
SILVER SPRING, MD 20906
(39.079797, -77.032482)"
"614425","Finaled","23601","LEFTY","LN",,"CLARKSBURG","MD","20871","2012-10-11T08:10:25.000","2012-12-11T09:12:42.000","2013-07-18T07:07:53.000","6430","300000","Model:&nbsp; Oakton","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"23601 LEFTY LN
CLARKSBURG, MD 20871
(39.246901, -77.244641)"
"614489","Finaled","5673","BENT BRANCH","RD",,"BETHESDA","MD","20816","2012-10-11T12:10:13.000","2012-10-25T01:10:11.000","2013-06-25T07:06:12.000","350","25000","Crane Damage Repair &amp; Fence repair","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"5673 BENT BRANCH RD
BETHESDA, MD 20816
(38.965733, -77.133317)"
"614619","Finaled","224","HARBINGER","DR",,"ROCKVILLE","MD","20855","2012-10-12T11:10:18.000","2012-11-09T09:11:15.000","2013-03-04T10:03:45.000","7342","159000","HOUSE TYPE:&nbsp; SUDBURY&nbsp; 737","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"224 HARBINGER DR
ROCKVILLE, MD 20855
(39.136847, -77.117791)"
"614669","Finaled","8516","VICTORY","LN",,"POTOMAC","MD","20854","2012-10-12T02:10:59.000","2012-10-17T12:10:04.000","2013-05-06T07:05:38.000","300","20000","Add family room and&nbsp;Alteration to&nbsp;enclose carport to 2-car garge with shed","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"8516 VICTORY LN
POTOMAC, MD 20854
(39.048687, -77.175727)"
"614720","Issued","9902","MAYFIELD","DR",,"BETHESDA","MD","20817","2012-10-15T07:10:35.000","2012-10-17T02:10:15.000",,"1336","150000","Add Second Floor and alter partial 1st fl ***Revision-2nd floor-dropped ceiling &amp; layout 5/1/2014***","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9902 MAYFIELD DR
BETHESDA, MD 20817
(39.01733, -77.129573)"
"614725","Finaled","12564","HORSESHOE BEND","CIR",,"CLARKSBURG","MD","20871","2012-10-15T08:10:53.000","2012-10-15T09:10:01.000","2012-11-20T07:11:01.000","216","6500","Deck&nbsp; Built per Montgomery County deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"12564 HORSESHOE BEND CIR
CLARKSBURG, MD 20871
(39.22905, -77.258654)"
"615058","Finaled","16117","LLEWELLYN MANOR","WAY",,"SILVER SPRING","MD","20905","2012-10-17T09:10:45.000","2012-10-26T09:10:23.000","2013-03-28T02:03:08.000","623","50000","Deck &amp; Gazebo","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"16117 LLEWELLYN MANOR WAY
SILVER SPRING, MD 20905
(39.121644, -77.0274)"
"615166","Finaled","1903","BRIGHTON DAM","RD",,"BROOKEVILLE","MD","20833","2012-10-17T02:10:24.000","2012-12-13T08:12:28.000","2013-10-24T03:10:04.000","6598","300000","House Type Change&nbsp;&nbsp; (Old # 585306) New Const.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"1903 BRIGHTON DAM RD
BROOKEVILLE, MD 20833
(39.193052, -77.041545)"
"615221","Issued","2215","LUZERNE","AVE",,"SILVER SPRING","MD","20910","2012-10-18T10:10:43.000","2012-10-18T12:10:38.000",,"47","30000","Bathroom bump out &amp; interior alteration","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"2215 LUZERNE AVE
SILVER SPRING, MD 20910
(39.004279, -77.047781)"
"615227","Finaled","17812","MILL CREEK","DR",,"ROCKVILLE","MD","20855","2012-10-18T10:10:54.000","2012-10-18T11:10:04.000","2012-12-21T07:12:55.000","140","5000","Deck&nbsp;&nbsp; per &nbsp;Montgomery County Deck Details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"17812 MILL CREEK DR
ROCKVILLE, MD 20855
(39.148674, -77.161449)"
"615236","Finaled","105","TOWERING BEECH","CT",,"SANDY SPRING","MD","20860","2012-10-18T11:10:48.000","2012-11-15T10:11:01.000","2013-03-12T11:03:49.000","7342","159000","Model:&nbsp; 737 Sudbury","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"105 TOWERING BEECH CT
SANDY SPRING, MD 20860
(39.15306, -77.027295)"
"615264","Finaled","9808","INGLEMERE","DR",,"BETHESDA","MD","20817","2012-10-18T01:10:38.000","2012-10-18T02:10:13.000","2012-11-15T03:11:05.000","40","4000","INSTALL 4 FOUNDATION PUSH PIERS TO PREVENT SETTLEMENT &amp; STABALIZE FOUNDATION","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"9808 INGLEMERE DR
BETHESDA, MD 20817
(39.01715, -77.134515)"
"615289","Finaled","7101","PLANTATION","LN",,"ROCKVILLE","MD","20852","2012-10-18T03:10:43.000","2012-10-22T12:10:10.000","2013-01-07T01:01:53.000","384","32000","SCREENED PORCH &amp; SHED W/ PATIO","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7101 PLANTATION LN
ROCKVILLE, MD 20852
(39.046348, -77.147555)"
"615357","Finaled","308","LETHBRIDGE","CT",,"ASHTON","MD","20861","2012-10-19T12:10:44.000","2013-01-09T03:01:31.000","2013-10-29T11:10:54.000","3812","325000","Deferred Impact Taxes

**REVISION** 1/10/13 Struct. &amp; Arch.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"308 LETHBRIDGE CT
ASHTON, MD 20861
(39.152164, -77.014279)"
"615572","Issued","13622","ALDERTON","RD",,"SILVER SPRING","MD","20906","2012-10-23T08:10:25.000","2012-11-30T01:11:38.000",,"5315","200000","HOUSE TYPE:&nbsp; DORCHESTER","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13622 ALDERTON RD
SILVER SPRING, MD 20906
(39.080013, -77.035812)"
"615614","Finaled","1465","POPLAR RUN","DR",,"SILVER SPRING","MD","20906","2012-10-23T10:10:23.000","2012-12-11T01:12:11.000","2013-05-07T11:05:02.000","4443","200000","HOUSE TYPE:&nbsp;ADDISON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"1465 POPLAR RUN DR
SILVER SPRING, MD 20906
(39.079146, -77.034388)"
"615620","Stop Work","13626","ALDERTON","RD",,"SILVER SPRING","MD","20906","2012-10-23T10:10:05.000","2012-11-21T11:11:07.000","2013-04-23T02:04:39.000","4726","200000","HOUSE TYPE:&nbsp;BRANFORD","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13626 ALDERTON RD
SILVER SPRING, MD 20906
(39.08013, -77.035897)"
"615643","Finaled","8405","OLD GEORGETOWN","RD",,"BETHESDA","MD","20814","2012-10-23T12:10:45.000","2012-10-23T01:10:15.000","2013-01-18T07:01:12.000","600","12000","Replace front slope of roof framing.&nbsp; Replace part of front wall and front slab","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","SINGLE FAMILY DWELLING",,"8405 OLD GEORGETOWN RD
BETHESDA, MD 20814
(38.994299, -77.108542)"
"615708","Finaled","9112","RIVER","RD",,"POTOMAC","MD","20854","2012-10-24T08:10:42.000","2013-05-23T08:05:07.000","2015-12-01T01:12:20.000","7066","1000000","Demolition/rebuild

10/22/14 - REVISION - CHANGE LOCATION OF STAIRS LEADING TO BASEMENT - MS

06/16/2012&nbsp; Revision and adding a retaining wall and a slab","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"9112 RIVER RD
POTOMAC, MD 20854
(39.004369, -77.186251)"
"615808","Finaled","9637","REACH","RD",,"POTOMAC","MD","20854","2012-10-24T01:10:17.000","2012-10-24T03:10:27.000","2012-12-03T07:12:46.000","500","8000","DECK-&nbsp; BUILDING PER MONTGOMERY COUNTY DECK DETAILS","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"9637 REACH RD
POTOMAC, MD 20854
(39.053062, -77.197459)"
"616208","Finaled","11908","CHESTNUT BRANCH","WAY",,"CLARKSBURG","MD","20871","2012-10-31T10:10:53.000","2012-12-27T01:12:42.000","2013-04-08T05:04:44.000","4422","145000","Model:&nbsp; John Steinbeck with Fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11908 CHESTNUT BRANCH WAY
CLARKSBURG, MD 20871
(39.228638, -77.247793)"
"616210","Finaled","22520","MUSCADINE","DR",,"CLARKSBURG","MD","20871","2012-10-31T10:10:19.000","2013-01-07T04:01:58.000","2013-10-01T09:10:04.000","4309","145000","Model:&nbsp; Ernest Hemingway&nbsp; w/fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22520 MUSCADINE DR
CLARKSBURG, MD 20871
(39.224939, -77.240572)"
"616211","Finaled","11536","APPLE ORCHARD","WAY",,"CLARKSBURG","MD","20871","2012-10-31T10:10:18.000","2013-01-18T03:01:49.000","2013-04-29T06:04:33.000","5267","145000","Model:&nbsp; Jasmine Grove

REVISION - 3/21/13 - 200 SQ FEET STRUCTURAL TO ADD WALL IN BASEMENT CHANGE FOR THE REFERBACK ONLY

Revision issued on 4/47/13","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11536 APPLE ORCHARD WAY
CLARKSBURG, MD 20871
(39.225499, -77.238588)"
"616215","Finaled","11530","APPLE ORCHARD","WAY",,"CLARKSBURG","MD","20871","2012-10-31T10:10:46.000","2013-01-18T03:01:39.000","2013-04-22T07:04:04.000","5267","145000","Model:&nbsp; Jasmine Grove","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11530 APPLE ORCHARD WAY
CLARKSBURG, MD 20871
(39.225408, -77.238431)"
"616228","Issued","6006","COREWOOD","LN",,"BETHESDA","MD","20816","2012-10-31T11:10:06.000","2012-10-31T01:10:44.000",,"360","40000","DECK AND&nbsp;BATHROOM RENOVATION","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"6006 COREWOOD LN
BETHESDA, MD 20816
(38.954303, -77.120427)"
"616361","Issued","212","SPRING","AVE",,"TAKOMA PARK","MD","20912","2012-11-01T10:11:42.000","2012-11-15T12:11:01.000",,"408","50000","Attic &amp; kitchen addition","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"212 SPRING AVE
TAKOMA PARK, MD 20912
(38.972729, -77.004316)"
"616368","Issued","2306","KANSAS","AVE",,"SILVER SPRING","MD","20910","2012-11-01T10:11:54.000","2012-11-01T12:11:55.000",,"504","4560","Garage&nbsp;&amp; interior remodeling","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"2306 KANSAS AVE
SILVER SPRING, MD 20910
(39.002506, -77.049395)"
"616533","Finaled","16814","HARBOUR TOWN","DR",,"SILVER SPRING","MD","20905","2012-11-02T10:11:21.000","2013-01-25T10:01:46.000","2014-03-27T07:03:43.000","1152","80000","GARAGE********

***********9/4/2013 add balcony &amp; walkway********","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","GARAGE",,"16814 HARBOUR TOWN DR
SILVER SPRING, MD 20905
(39.133776, -76.997069)"
"616674","Finaled","22777","NEW CUT","RD",,"CLARKSBURG","MD","20871","2012-11-05T09:11:12.000","2012-12-17T02:12:27.000","2014-01-24T07:01:04.000","4069","150000","Model:Bancroft&nbsp; II","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22777 NEW CUT RD
CLARKSBURG, MD 20871
(39.230568, -77.247722)"
"617454","Finaled","13417","BRIAR PATH","LN",,"SILVER SPRING","MD","20906","2012-11-13T11:11:15.000","2012-11-13T02:11:50.000","2013-02-25T08:02:20.000","163","25000","ALTERATION&nbsp;KITCHEN &amp; DEMOLISH EXISTING BATHROOM","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"13417 BRIAR PATH LN
SILVER SPRING, MD 20906
(39.076619, -77.056806)"
"617481","Issued","12103","WHIPPOORWILL","LN",,"ROCKVILLE","MD","20852","2012-11-13T12:11:17.000","2012-11-13T02:11:06.000",,"175","50000","INTERIOR ALTER TO KITCHEN

&nbsp;","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"12103 WHIPPOORWILL LN
ROCKVILLE, MD 20852
(39.053826, -77.149441)"
"617507","Finaled","6","PINE","AVE",,"TAKOMA PARK","MD","20912","2012-11-13T02:11:50.000","2012-12-03T10:12:16.000","2013-11-01T07:11:47.000","815","150000","Demolish room, Addtional to home &nbsp;- Deck&nbsp;- Retaining Wall","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"6 PINE AVE
TAKOMA PARK, MD 20912
(38.975027, -77.008924)"
"617512","Finaled","9604","OLD SPRING","RD",,"KENSINGTON","MD","20895","2012-11-13T02:11:00.000","2012-11-15T10:11:04.000","2013-06-12T06:06:36.000","300","60000","Alter Kitchen &amp; bathrooms","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"9604 OLD SPRING RD
KENSINGTON, MD 20895
(39.012441, -77.070143)"
"617532","Finaled","22575","CASTLE OAK","RD",,"GERMANTOWN","MD","20876","2012-11-13T03:11:37.000","2013-01-18T03:01:57.000","2013-07-28T07:07:47.000","5170","145000","MODEL: REMINGTON PLACE&nbsp;(refer back)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22575 CASTLE OAK RD
GERMANTOWN, MD 20876
(39.220994, -77.239409)"
"618118","Finaled","11200","JOSHUA TREE","PL",,"GAITHERSBURG","MD","20878","2012-11-19T10:11:55.000","2012-11-19T10:11:53.000","2012-11-23T08:11:43.000","209","0","FINAL ONLY PERMIT ****ORIGINAL PERMIT #&nbsp; 316085","BUILDING RESIDENTIAL PERMIT","FINAL ONLY AP","SINGLE FAMILY DWELLING",,"11200 JOSHUA TREE PL
GAITHERSBURG, MD 20878
(39.103522, -77.23247)"
"618146","Finaled","13000","PAYSON","ST",,"ROCKVILLE","MD","20853","2012-11-19T11:11:44.000","2012-11-19T12:11:48.000","2012-12-04T02:12:11.000","86","3500","&nbsp; Approved per Montgomery County Deck Detials.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"13000 PAYSON ST
ROCKVILLE, MD 20853
(39.069807, -77.096316)"
"618222","Issued","10741","KINLOCH","RD",,"SILVER SPRING","MD","20903","2012-11-20T08:11:46.000","2012-12-07T03:12:43.000",,"1500","90000","CONVERT SUNROOM TO KITCHEN/FAMILY ROOM &amp; ADDING DECK","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"10741 KINLOCH RD
SILVER SPRING, MD 20903
(39.031733, -76.969682)"
"618306","Issued","10812","MELVIN GROVE","CT",,"KENSINGTON","MD","20895","2012-11-20T12:11:48.000","2012-12-04T01:12:13.000",,"21","1500","Bay window &amp; canopy over front door","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"10812 MELVIN GROVE CT
KENSINGTON, MD 20895
(39.033577, -77.056552)"
